,Round Number,Date,Location,Home Team,Away Team,Result
267,27,24/02/2019 12:00,Stamford Bridge,Chelsea,Brighton,2 - 0
301,31,16/03/2019 15:00,Amex Stadium,Brighton,Cardiff,3 - 0
303,31,16/03/2019 15:00,Vicarage Road,Watford,Southampton,1 - 1
305,31,16/03/2019 15:00,Molineux Stadium,Wolves,Arsenal,3 - 2
308,32,30/03/2019 12:30,Craven Cottage,Fulham,Man City,1 - 0
309,32,30/03/2019 15:00,Amex Stadium,Brighton,Southampton,3 - 0
310,32,30/03/2019 15:00,Turf Moor,Burnley,Wolves,3 - 1
311,32,30/03/2019 15:00,Selhurst Park,Crystal Palace,Huddersfield,0 - 2
312,32,30/03/2019 15:00,King Power Stadium,Leicester,Bournemouth,2 - 1
313,32,30/03/2019 15:00,Old Trafford,Man Utd,Watford,2 - 2
314,32,30/03/2019 17:30,London Stadium,West Ham,Everton,3 - 3
315,32,31/03/2019 14:05,Cardiff City Stadium,Cardiff,Chelsea,3 - 1
316,32,31/03/2019 16:30,Anfield,Liverpool,Spurs,1 - 2
317,32,01/04/2019 20:00,Emirates Stadium,Arsenal,Newcastle,3 - 0
318,32,02/04/2019 19:45,Molineux Stadium,Wolves,Man Utd,1 - 1
319,32,02/04/2019 23:00,Tottenham Hotspur Stadium,Spurs,Crystal Palace,0 - 0
320,33,05/04/2019 20:00,St. Mary's Stadium,Southampton,Liverpool,1 - 0
321,33,06/04/2019 12:30,Etihad Stadium,Man City,Cardiff,2 - 1
322,33,06/04/2019 15:00,Vitality Stadium,Bournemouth,Burnley,2 - 4
323,33,06/04/2019 15:00,John Smith's Stadium,Huddersfield,Leicester,2 - 4
324,33,06/04/2019 15:00,St. James' Park,Newcastle,Crystal Palace,1 - 3
325,33,06/04/2019 15:00,Vicarage Road,Watford,Fulham,2 - 0
326,33,07/04/2019 14:05,Goodison Park,Everton,Arsenal,2 - 1
327,33,07/04/2019 16:30,Tottenham Hotspur Stadium,Spurs,Brighton,2 - 1
328,33,08/04/2019 20:00,Stamford Bridge,Chelsea,West Ham,1 - 0
329,34,12/04/2019 20:00,King Power Stadium,Leicester,Newcastle,0 - 4
330,34,13/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,Huddersfield,0 - 0
331,34,13/04/2019 15:00,Amex Stadium,Brighton,Bournemouth,1 - 0
332,34,13/04/2019 15:00,Turf Moor,Burnley,Cardiff,0 - 0
333,34,13/04/2019 15:00,Craven Cottage,Fulham,Everton,1 - 1
334,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,2 - 1
335,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,2 - 2
336,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,1 - 3
337,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,2 - 0
338,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,4 - 4
339,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,3 - 0
340,35,20/04/2019 15:00,Emirates Stadium,Arsenal,Crystal Palace,2 - 3
341,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,3 - 0
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,0 - 2
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,1 - 0
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,4 - 0
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,0 - 0
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,1 - 3
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,0 - 1
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,2 - 1
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,1 - 1
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,3 - 0
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,1 - 0
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 2
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,1 - 2
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,1 - 2
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,0 - 0
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,0 - 0
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,2 - 0
