,Round Number,Date,Location,Home Team,Away Team,Result
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,3 - 0
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,1 - 1
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,2 - 0
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,0 - 3
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,1 - 1
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,2 - 3
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,2 - 1
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,1 - 1
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,0 - 1
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 0
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,8 - 1
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,2 - 2
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,1 - 0
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,1 - 3
