,Round Number,Date,Location,Home Team,Away Team,Result
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,1 - 1
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,0 - 2
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,2 - 2
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,1 - 1
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,0 - 2
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,1 - 0
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,3 - 0
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,1 - 3
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,2 - 1
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,2 - 1
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,2 - 1
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,3 - 0
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,1 - 2
