,Round Number,Date,Location,Home Team,Away Team,Result
267,27,24/02/2019 12:00,Stamford Bridge,Chelsea,Brighton,1 - 1
301,31,16/03/2019 15:00,Amex Stadium,Brighton,Cardiff,1 - 0
303,31,16/03/2019 15:00,Vicarage Road,Watford,Southampton,2 - 1
305,31,16/03/2019 15:00,Molineux Stadium,Wolves,Arsenal,1 - 2
308,32,30/03/2019 12:30,Craven Cottage,Fulham,Man City,0 - 1
309,32,30/03/2019 15:00,Amex Stadium,Brighton,Southampton,1 - 5
310,32,30/03/2019 15:00,Turf Moor,Burnley,Wolves,1 - 0
311,32,30/03/2019 15:00,Selhurst Park,Crystal Palace,Huddersfield,1 - 1
312,32,30/03/2019 15:00,King Power Stadium,Leicester,Bournemouth,0 - 0
313,32,30/03/2019 15:00,Old Trafford,Man Utd,Watford,1 - 2
314,32,30/03/2019 17:30,London Stadium,West Ham,Everton,2 - 0
315,32,31/03/2019 14:05,Cardiff City Stadium,Cardiff,Chelsea,2 - 1
316,32,31/03/2019 16:30,Anfield,Liverpool,Spurs,3 - 1
317,32,01/04/2019 20:00,Emirates Stadium,Arsenal,Newcastle,0 - 1
318,32,02/04/2019 19:45,Molineux Stadium,Wolves,Man Utd,1 - 2
319,32,02/04/2019 23:00,Tottenham Hotspur Stadium,Spurs,Crystal Palace,4 - 1
320,33,05/04/2019 20:00,St. Mary's Stadium,Southampton,Liverpool,1 - 2
321,33,06/04/2019 12:30,Etihad Stadium,Man City,Cardiff,3 - 4
322,33,06/04/2019 15:00,Vitality Stadium,Bournemouth,Burnley,4 - 0
323,33,06/04/2019 15:00,John Smith's Stadium,Huddersfield,Leicester,0 - 0
324,33,06/04/2019 15:00,St. James' Park,Newcastle,Crystal Palace,2 - 1
325,33,06/04/2019 15:00,Vicarage Road,Watford,Fulham,4 - 0
326,33,07/04/2019 14:05,Goodison Park,Everton,Arsenal,1 - 1
327,33,07/04/2019 16:30,Tottenham Hotspur Stadium,Spurs,Brighton,3 - 0
328,33,08/04/2019 20:00,Stamford Bridge,Chelsea,West Ham,1 - 0
329,34,12/04/2019 20:00,King Power Stadium,Leicester,Newcastle,0 - 1
330,34,13/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,Huddersfield,2 - 1
331,34,13/04/2019 15:00,Amex Stadium,Brighton,Bournemouth,2 - 3
332,34,13/04/2019 15:00,Turf Moor,Burnley,Cardiff,3 - 2
333,34,13/04/2019 15:00,Craven Cottage,Fulham,Everton,0 - 2
334,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,1 - 3
335,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,3 - 0
336,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,0 - 1
337,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,2 - 1
338,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,2 - 1
339,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,3 - 4
340,35,20/04/2019 15:00,Emirates Stadium,Arsenal,Crystal Palace,0 - 2
341,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,3 - 1
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,1 - 1
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,3 - 3
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,2 - 1
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,1 - 2
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,0 - 1
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,0 - 2
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,0 - 1
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,3 - 2
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,4 - 2
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,4 - 1
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,2 - 0
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,6 - 0
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,3 - 1
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,0 - 1
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,2 - 1
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,2 - 0
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,1 - 1
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,3 - 2
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,1 - 1
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,3 - 1
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,3 - 1
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,1 - 3
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,3 - 1
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 3
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,5 - 1
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,1 - 1
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,3 - 1
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,3 - 1
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,2 - 2
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,2 - 1
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,0 - 1
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 0
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,0 - 1
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,4 - 0
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,0 - 0
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,3 - 2
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,1 - 2
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,1 - 2
