,Round Number,Date,Location,Home Team,Away Team,Result
267,27,24/02/2019 12:00,Stamford Bridge,Chelsea,Brighton,2 - 2
301,31,16/03/2019 15:00,Amex Stadium,Brighton,Cardiff,2 - 0
303,31,16/03/2019 15:00,Vicarage Road,Watford,Southampton,0 - 0
305,31,16/03/2019 15:00,Molineux Stadium,Wolves,Arsenal,0 - 1
308,32,30/03/2019 12:30,Craven Cottage,Fulham,Man City,1 - 0
309,32,30/03/2019 15:00,Amex Stadium,Brighton,Southampton,3 - 0
310,32,30/03/2019 15:00,Turf Moor,Burnley,Wolves,5 - 2
311,32,30/03/2019 15:00,Selhurst Park,Crystal Palace,Huddersfield,4 - 1
312,32,30/03/2019 15:00,King Power Stadium,Leicester,Bournemouth,0 - 3
313,32,30/03/2019 15:00,Old Trafford,Man Utd,Watford,1 - 1
314,32,30/03/2019 17:30,London Stadium,West Ham,Everton,3 - 2
315,32,31/03/2019 14:05,Cardiff City Stadium,Cardiff,Chelsea,1 - 6
316,32,31/03/2019 16:30,Anfield,Liverpool,Spurs,1 - 1
317,32,01/04/2019 20:00,Emirates Stadium,Arsenal,Newcastle,2 - 2
318,32,02/04/2019 19:45,Molineux Stadium,Wolves,Man Utd,2 - 1
319,32,02/04/2019 23:00,Tottenham Hotspur Stadium,Spurs,Crystal Palace,3 - 1
320,33,05/04/2019 20:00,St. Mary's Stadium,Southampton,Liverpool,0 - 2
321,33,06/04/2019 12:30,Etihad Stadium,Man City,Cardiff,1 - 2
322,33,06/04/2019 15:00,Vitality Stadium,Bournemouth,Burnley,4 - 0
323,33,06/04/2019 15:00,John Smith's Stadium,Huddersfield,Leicester,1 - 2
324,33,06/04/2019 15:00,St. James' Park,Newcastle,Crystal Palace,3 - 1
325,33,06/04/2019 15:00,Vicarage Road,Watford,Fulham,0 - 1
326,33,07/04/2019 14:05,Goodison Park,Everton,Arsenal,0 - 1
327,33,07/04/2019 16:30,Tottenham Hotspur Stadium,Spurs,Brighton,3 - 0
328,33,08/04/2019 20:00,Stamford Bridge,Chelsea,West Ham,2 - 0
329,34,12/04/2019 20:00,King Power Stadium,Leicester,Newcastle,2 - 1
330,34,13/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,Huddersfield,1 - 0
331,34,13/04/2019 15:00,Amex Stadium,Brighton,Bournemouth,1 - 2
332,34,13/04/2019 15:00,Turf Moor,Burnley,Cardiff,2 - 1
333,34,13/04/2019 15:00,Craven Cottage,Fulham,Everton,5 - 2
334,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,1 - 2
335,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,2 - 0
336,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,0 - 1
337,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,2 - 1
338,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,0 - 2
339,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,4 - 1
340,35,20/04/2019 15:00,Emirates Stadium,Arsenal,Crystal Palace,1 - 2
341,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,2 - 1
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,1 - 2
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,2 - 3
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,3 - 0
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,4 - 2
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,0 - 0
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,2 - 2
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,2 - 2
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,2 - 2
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,2 - 1
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,2 - 3
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 0
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,1 - 0
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,4 - 0
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,0 - 4
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,4 - 2
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,1 - 2
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,1 - 4
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,2 - 1
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,3 - 0
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,1 - 3
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,1 - 2
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,3 - 2
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,0 - 0
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 3
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,3 - 2
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,0 - 3
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,0 - 2
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,1 - 0
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,0 - 0
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,1 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,0 - 1
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,2 - 1
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,2 - 4
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,1 - 1
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,0 - 0
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 1
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,0 - 3
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,1 - 1
