,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
0,1,Liverpool,32,16,16,24,7,1,74,18,56,79
1,2,Man City,31,15,16,24,3,4,79,21,58,75
3,3,Arsenal,32,15,17,19,6,7,66,41,25,63
2,4,Spurs,31,17,14,20,1,10,57,36,21,61
5,5,Chelsea,32,16,16,18,7,7,56,37,19,61
4,6,Man Utd,32,17,15,18,7,7,62,44,18,61
6,7,Wolves,33,16,17,14,8,11,44,40,4,50
7,8,Watford,32,17,15,12,8,12,45,48,-3,44
10,9,Everton,32,16,16,12,7,13,44,42,2,43
9,10,Leicester,32,16,16,12,6,14,42,45,-3,42
8,11,West Ham,32,15,17,12,6,14,41,47,-6,42
11,12,Bournemouth,32,16,16,11,6,15,45,58,-13,39
13,13,Crystal Palace,31,15,16,10,6,15,37,41,-4,36
14,14,Brighton,32,16,16,10,6,16,35,47,-12,36
12,15,Newcastle,32,16,16,9,8,15,31,43,-12,35
16,16,Burnley,32,16,16,9,6,17,37,60,-23,33
17,17,Cardiff,32,15,17,9,5,18,30,59,-29,32
15,18,Southampton,32,17,15,7,10,15,36,53,-17,31
18,19,Fulham,32,16,16,4,6,22,29,70,-41,18
19,20,Huddersfield,32,16,16,3,5,24,18,58,-40,14
