,Round Number,Date,Location,Home Team,Away Team,Result
334,34,13/04/2019 15:00,St. Mary's Stadium,Southampton,Wolves,2 - 1
335,34,13/04/2019 17:30,Old Trafford,Man Utd,West Ham,1 - 1
336,34,14/04/2019 14:05,Selhurst Park,Crystal Palace,Man City,3 - 3
337,34,14/04/2019 16:30,Anfield,Liverpool,Chelsea,2 - 0
338,34,15/04/2019 20:00,Vicarage Road,Watford,Arsenal,2 - 0
339,35,20/04/2019 12:30,Etihad Stadium,Man City,Spurs,3 - 2
340,35,20/04/2019 15:00,Emirates Stadium,Arsenal,Crystal Palace,1 - 2
341,35,20/04/2019 15:00,Vitality Stadium,Bournemouth,Fulham,0 - 0
342,35,20/04/2019 15:00,John Smith's Stadium,Huddersfield,Watford,0 - 2
343,35,20/04/2019 15:00,London Stadium,West Ham,Leicester,1 - 1
344,35,20/04/2019 15:00,Molineux Stadium,Wolves,Brighton,0 - 2
345,35,20/04/2019 17:30,St. James' Park,Newcastle,Southampton,1 - 1
346,35,21/04/2019 13:30,Goodison Park,Everton,Man Utd,2 - 2
347,35,21/04/2019 16:00,Cardiff City Stadium,Cardiff,Liverpool,2 - 2
348,35,22/04/2019 20:00,Stamford Bridge,Chelsea,Burnley,3 - 0
349,35,24/04/2019 20:00,Old Trafford,Man Utd,Man City,0 - 1
350,36,26/04/2019 20:00,Anfield,Liverpool,Huddersfield,4 - 1
351,36,27/04/2019 12:30,Tottenham Hotspur Stadium,Spurs,West Ham,2 - 0
352,36,27/04/2019 15:00,Selhurst Park,Crystal Palace,Everton,0 - 3
353,36,27/04/2019 15:00,Craven Cottage,Fulham,Cardiff,2 - 1
354,36,27/04/2019 15:00,St. Mary's Stadium,Southampton,Bournemouth,1 - 0
355,36,27/04/2019 15:00,Vicarage Road,Watford,Wolves,0 - 1
356,36,27/04/2019 17:30,Amex Stadium,Brighton,Newcastle,2 - 1
357,36,28/04/2019 14:05,Turf Moor,Burnley,Man City,3 - 2
358,36,28/04/2019 16:30,Old Trafford,Man Utd,Chelsea,1 - 2
359,36,29/04/2019 20:00,King Power Stadium,Leicester,Arsenal,3 - 1
360,37,04/05/2019 15:00,Emirates Stadium,Arsenal,Brighton,1 - 0
361,37,04/05/2019 15:00,Vitality Stadium,Bournemouth,Spurs,3 - 1
362,37,04/05/2019 15:00,Cardiff City Stadium,Cardiff,Crystal Palace,1 - 4
363,37,04/05/2019 15:00,Stamford Bridge,Chelsea,Watford,0 - 2
364,37,04/05/2019 15:00,Goodison Park,Everton,Burnley,0 - 1
365,37,04/05/2019 15:00,John Smith's Stadium,Huddersfield,Man Utd,1 - 4
366,37,04/05/2019 15:00,Etihad Stadium,Man City,Leicester,2 - 1
367,37,04/05/2019 15:00,St. James' Park,Newcastle,Liverpool,0 - 0
368,37,04/05/2019 15:00,London Stadium,West Ham,Southampton,1 - 1
369,37,04/05/2019 15:00,Molineux Stadium,Wolves,Fulham,2 - 0
370,38,12/05/2019 15:00,Amex Stadium,Brighton,Man City,0 - 1
371,38,12/05/2019 15:00,Turf Moor,Burnley,Arsenal,3 - 2
372,38,12/05/2019 15:00,Selhurst Park,Crystal Palace,Bournemouth,4 - 2
373,38,12/05/2019 15:00,Craven Cottage,Fulham,Newcastle,0 - 2
374,38,12/05/2019 15:00,King Power Stadium,Leicester,Chelsea,1 - 1
375,38,12/05/2019 15:00,Anfield,Liverpool,Wolves,3 - 1
376,38,12/05/2019 15:00,Old Trafford,Man Utd,Cardiff,2 - 2
377,38,12/05/2019 15:00,St. Mary's Stadium,Southampton,Huddersfield,1 - 0
378,38,12/05/2019 15:00,Tottenham Hotspur Stadium,Spurs,Everton,4 - 0
379,38,12/05/2019 15:00,Vicarage Road,Watford,West Ham,2 - 0
