,Position,Club,Matches,Away Matches,Home Matches,Wins,Draws,Losses,GF,GA,GD,Pts
1,1,Man City,32,15,17,26,2,4,89,24,65,80
0,2,Liverpool,33,17,16,24,7,2,72,20,52,79
2,3,Spurs,32,17,15,21,1,10,61,34,27,64
3,4,Arsenal,32,15,17,19,7,6,67,41,26,64
4,5,Man Utd,32,17,15,18,8,6,61,41,20,62
5,6,Chelsea,32,16,16,18,6,8,53,34,19,60
6,7,Wolves,33,16,17,13,10,10,44,39,5,49
7,8,Watford,32,17,15,13,7,12,46,48,-2,46
9,9,Leicester,32,16,16,13,5,14,41,43,-2,44
10,10,Everton,32,16,16,12,7,13,45,43,2,43
8,11,West Ham,32,15,17,12,6,14,42,48,-6,42
11,12,Bournemouth,33,16,17,12,5,16,47,58,-11,41
14,13,Brighton,32,16,16,11,6,15,40,48,-8,39
13,14,Crystal Palace,32,16,16,10,6,16,39,45,-6,36
12,15,Newcastle,32,16,16,9,8,15,31,42,-11,35
15,16,Southampton,33,17,16,8,9,16,41,60,-19,33
17,17,Cardiff,33,16,17,9,4,20,30,67,-37,31
16,18,Burnley,33,17,16,8,6,19,36,66,-30,30
18,19,Fulham,32,16,16,4,5,23,30,73,-43,17
19,20,Huddersfield,32,16,16,3,5,24,18,59,-41,14
